loan_id,customer_name,branch,loan_type,loan_amount,interest_rate,tenure_months,disbursed_date,status,emi_amount,repaid_amount,credit_score,month
LN00685,Utkarsh Chawla,Kolkata,Gold Loan,781899,16.77,24,2023-08-17,Closed,16422,1269670,843,2023-08
LN00686,Wyatt Nazareth,Chennai,Business Loan,333876,12.73,18,2023-08-17,Defaulted,35920,376036,675,2023-08
LN00687,Nathan Sarna,Chennai,Personal Loan,309747,13.39,18,2023-08-17,Active,14156,237723,699,2023-08
LN00688,Oeshi Venkatesh,Kolkata,Personal Loan,665650,11.91,12,2023-08-18,Active,14108,1381848,565,2023-08
LN00689,Falan Bhatnagar,Chennai,Personal Loan,473570,14.13,36,2023-08-18,Closed,34845,1459900,577,2023-08
LN00690,Ranveer Bhakta,Chennai,Gold Loan,325987,10.05,36,2023-08-18,Defaulted,5800,838927,722,2023-08
LN00691,Indali Das,Mumbai,Gold Loan,1077512,12.22,36,2023-08-19,Closed,41078,82806,595,2023-08
LN00692,Yashica Tripathi,Chennai,Business Loan,688353,17.71,24,2023-08-19,Closed,45712,731893,785,2023-08
LN00693,Sathvik Patla,Mumbai,Gold Loan,908158,10.95,36,2023-08-19,Closed,5610,1278673,763,2023-08
LN00694,Aashi Ram,Kolkata,Business Loan,67640,14.74,18,2023-08-20,Active,15067,974334,634,2023-08
LN00695,Michael Krishnan,Mumbai,Gold Loan,102528,11.59,24,2023-08-20,Closed,36872,992144,831,2023-08
LN00696,Amara Rama,Kolkata,Gold Loan,309214,15.85,6,2023-08-20,Active,13728,197478,781,2023-08
LN00697,Dakshesh Wagle,Chennai,Personal Loan,1020240,9.74,36,2023-08-21,Closed,32566,487436,634,2023-08
LN00698,Dev Yohannan,Kolkata,Gold Loan,551108,17.71,36,2023-08-21,Active,32783,1360369,614,2023-08
LN00699,Naksh Maharaj,Bhubaneswar,Gold Loan,684421,12.81,6,2023-08-21,Defaulted,23583,489709,683,2023-08
LN00700,Forum Behl,Hyderabad,Gold Loan,1467077,10.74,36,2023-08-22,Active,23238,437585,700,2023-08
LN00701,Ekaraj Kumer,Bhubaneswar,Personal Loan,1248735,9.2,6,2023-08-22,Active,10263,1280780,664,2023-08
LN00702,Gabriel Bhattacharyya,Hyderabad,Business Loan,1271078,10.11,24,2023-08-22,Closed,4914,357546,613,2023-08
LN00703,Tarak Khalsa,Bhubaneswar,Gold Loan,205576,13.44,18,2023-08-23,Active,26749,817108,707,2023-08
LN00704,Inaya Choudhry,Mumbai,Personal Loan,974618,11.7,6,2023-08-23,Active,22456,850525,626,2023-08
LN00705,Gunbir Sankaran,Hyderabad,Gold Loan,915291,16.37,12,2023-08-23,Closed,28582,1489556,695,2023-08
LN00706,Devansh Lal,Mumbai,Personal Loan,936089,12.59,6,2023-08-24,Closed,3406,181871,774,2023-08
LN00707,Abhimanyu Trivedi,Chennai,Business Loan,978479,10.86,36,2023-08-24,Active,16689,341558,652,2023-08
LN00708,Ekaja Ghosh,Mumbai,Personal Loan,1109599,14.36,24,2023-08-24,Active,35934,498512,637,2023-08
LN00709,George Sridhar,Chennai,Gold Loan,595735,15.21,24,2023-08-25,Active,36276,1403815,717,2023-08
LN00710,Kalpit Jain,Mumbai,Business Loan,438043,10.09,6,2023-08-25,Closed,39432,767442,719,2023-08
LN00711,Hema Kothari,Chennai,Personal Loan,1384679,10.09,18,2023-08-25,Active,22873,475278,684,2023-08
LN00712,Pooja Basak,Kolkata,Gold Loan,116203,8.85,12,2023-08-26,Closed,16050,294067,599,2023-08
LN00713,Aachal Bal,Chennai,Personal Loan,955588,15.5,24,2023-08-26,Active,3680,379593,683,2023-08
LN00714,Yug Ganesh,Kolkata,Business Loan,210775,14.81,36,2023-08-26,Defaulted,21908,494955,686,2023-08
LN00715,Diya Kari,Kolkata,Gold Loan,1107913,13.01,36,2023-08-27,Closed,21504,1284574,794,2023-08
LN00716,Mohini Dhar,Mumbai,Gold Loan,620715,16.52,18,2023-08-27,Active,24644,1485183,658,2023-08
LN00717,Tanmayi Comar,Bhubaneswar,Business Loan,1422249,16.15,24,2023-08-27,Closed,40125,1046195,836,2023-08
LN00718,Anya Bajwa,Chennai,Business Loan,414167,14.06,6,2023-08-28,Active,4363,646045,570,2023-08
LN00719,Charan Arya,Bhubaneswar,Personal Loan,1445385,16.75,36,2023-08-28,Active,45291,817459,639,2023-08
LN00720,Ubika Ben,Hyderabad,Gold Loan,737281,10.46,18,2023-08-28,Active,38060,690824,845,2023-08
LN00721,Ranbir Pathak,Chennai,Gold Loan,1394027,9.56,24,2023-08-29,Active,4538,1345205,661,2023-08
LN00722,Gagan Dutt,Hyderabad,Personal Loan,470571,11.06,24,2023-08-29,Active,39176,1308014,626,2023-08
LN00723,Ranbir Shan,Bhubaneswar,Personal Loan,1225592,9.04,24,2023-08-29,Closed,44520,150528,726,2023-08
LN00724,Gaurangi Krishna,Mumbai,Gold Loan,841267,13.55,24,2023-08-30,Active,28675,468011,697,2023-08
LN00725,Farhan Toor,Chennai,Personal Loan,547562,17.4,24,2023-08-30,Closed,21287,297698,650,2023-08
LN00726,Harish Bahri,Bhubaneswar,Business Loan,433934,8.87,36,2023-08-30,Closed,3174,1357642,795,2023-08
LN00727,Arunima Yohannan,Bhubaneswar,Personal Loan,367428,9.66,18,2023-08-31,Active,29732,1324129,666,2023-08
LN00728,Vanya Khalsa,Kolkata,Business Loan,1417763,12.8,24,2023-08-31,Closed,37998,724687,641,2023-08
LN00729,Teerth Sehgal,Mumbai,Gold Loan,1092892,17.37,12,2023-08-31,Closed,40055,746760,577,2023-08
LN00730,Janya Seshadri,Hyderabad,Business Loan,740907,11.5,12,2023-09-01,Closed,15112,298783,574,2023-09
LN00731,Vansha Sankar,Kolkata,Gold Loan,132844,13.32,18,2023-09-01,Active,42874,1279758,607,2023-09
LN00732,Ikbal Kohli,Chennai,Personal Loan,1263997,8.89,6,2023-09-01,Defaulted,12689,1137613,846,2023-09
LN00733,Samesh Zachariah,Mumbai,Personal Loan,172402,9.91,6,2023-09-02,Closed,47814,748423,683,2023-09
LN00734,Zinal Rai,Mumbai,Gold Loan,1216588,17.87,6,2023-09-02,Active,22555,1237063,798,2023-09
LN00735,Jagat Chaudhuri,Hyderabad,Business Loan,488661,17.67,12,2023-09-02,Active,36919,18074,587,2023-09
LN00736,Brijesh Sarma,Bhubaneswar,Business Loan,448929,8.55,6,2023-09-03,Active,10619,670909,624,2023-09
LN00737,Yachana Agate,Mumbai,Personal Loan,630466,17.54,36,2023-09-03,Active,9033,1340683,691,2023-09
LN00738,Lakshit Hari,Hyderabad,Gold Loan,623695,14.57,24,2023-09-03,Active,44328,756967,717,2023-09
LN00739,Falguni Cheema,Chennai,Personal Loan,513556,16.75,12,2023-09-04,Active,7946,576553,808,2023-09
LN00740,Laban Jain,Hyderabad,Gold Loan,625278,12.82,18,2023-09-04,Active,27618,16061,774,2023-09
LN00741,Balvan Pandya,Kolkata,Business Loan,1043176,13.4,18,2023-09-04,Closed,37675,1208458,701,2023-09
LN00742,Hemani Patil,Mumbai,Personal Loan,1228049,13.14,24,2023-09-05,Active,39258,453222,568,2023-09
LN00743,Dayamai Nori,Kolkata,Personal Loan,1033049,14.84,12,2023-09-05,Active,21919,637790,695,2023-09
LN00744,Ubika Agrawal,Hyderabad,Personal Loan,528007,9.83,6,2023-09-05,Closed,7173,1333520,790,2023-09
LN00745,Mitali Radhakrishnan,Mumbai,Personal Loan,894573,8.78,6,2023-09-06,Active,46833,1426912,786,2023-09
LN00746,Tara Trivedi,Hyderabad,Gold Loan,1417290,11.43,36,2023-09-06,Active,29400,502175,584,2023-09
LN00747,Madhav Bhatia,Chennai,Gold Loan,1324732,15.19,36,2023-09-06,Closed,7769,1305081,739,2023-09
LN00748,Vihaan Mital,Bhubaneswar,Personal Loan,1267540,10.42,6,2023-09-07,Defaulted,40564,631516,550,2023-09
LN00749,Rudra Balakrishnan,Kolkata,Gold Loan,575303,14.9,18,2023-09-07,Active,48814,206548,702,2023-09
LN00750,Ekalinga Ray,Hyderabad,Personal Loan,1160389,17.71,18,2023-09-07,Closed,17211,450983,675,2023-09
LN00751,Chaman Bansal,Mumbai,Gold Loan,77712,9.39,36,2023-09-08,Active,26255,468535,775,2023-09
LN00752,Charan Muni,Chennai,Business Loan,162816,14.89,24,2023-09-08,NPA,30962,496005,770,2023-09
LN00753,Mohini Krishnan,Chennai,Gold Loan,1227354,12.72,6,2023-09-08,Active,22356,700757,760,2023-09
LN00754,Lajita Pradhan,Bhubaneswar,Business Loan,335977,16.75,36,2023-09-09,Active,23306,1061809,574,2023-09
LN00755,Ishani Din,Bhubaneswar,Gold Loan,185230,10.18,36,2023-09-09,Closed,7997,766565,565,2023-09
LN00756,Jason Dutta,Hyderabad,Personal Loan,856741,15.08,6,2023-09-09,Active,20376,483236,731,2023-09
LN00757,Jeet Ramesh,Chennai,Business Loan,319114,16.46,6,2023-09-10,Active,43880,852159,678,2023-09
LN00758,Wriddhish Khare,Chennai,Business Loan,1433194,17.47,18,2023-09-10,Active,41055,1381173,591,2023-09
LN00759,Nirja Thakur,Mumbai,Personal Loan,1054208,14.99,24,2023-09-10,Closed,13578,628423,785,2023-09
LN00760,Ansh Sridhar,Mumbai,Business Loan,201456,13.22,24,2023-09-11,Closed,21624,1467624,583,2023-09
LN00761,Forum Mitter,Hyderabad,Personal Loan,912312,14.37,6,2023-09-11,NPA,42194,370608,594,2023-09
LN00762,Naksh Hayre,Hyderabad,Personal Loan,1204146,16.75,12,2023-09-11,NPA,47367,217314,683,2023-09
LN00763,Ekani Thaman,Mumbai,Gold Loan,320846,13.92,36,2023-09-12,Defaulted,3389,537970,570,2023-09
LN00764,Siddharth Bhatnagar,Kolkata,Personal Loan,50404,8.79,36,2023-09-12,Active,36767,154455,671,2023-09
LN00765,Ucchal Contractor,Hyderabad,Business Loan,1008447,17.34,6,2023-09-12,Defaulted,48580,1368880,619,2023-09
LN00766,Ishani Sabharwal,Bhubaneswar,Business Loan,753286,15.05,12,2023-09-13,NPA,4855,748692,597,2023-09
LN00767,Jagrati Batta,Chennai,Business Loan,1373483,14.93,18,2023-09-13,Active,43893,285810,588,2023-09
LN00768,Ekaraj Solanki,Hyderabad,Gold Loan,765460,10.55,6,2023-09-13,Defaulted,16794,1369537,836,2023-09
LN00769,Ikbal Mitra,Mumbai,Business Loan,934574,14.76,6,2023-09-14,Active,38531,427858,559,2023-09
LN00770,Ranveer Gola,Kolkata,Personal Loan,285365,12.24,36,2023-09-14,Active,7986,534522,579,2023-09
LN00771,Ganga Taneja,Kolkata,Personal Loan,392786,14.69,6,2023-09-14,Active,35298,581904,793,2023-09
LN00772,Nidhi Sachdeva,Hyderabad,Personal Loan,1149188,9.51,6,2023-09-15,Closed,4481,271365,823,2023-09
LN00773,Lakshmi Bhandari,Hyderabad,Business Loan,860006,14.75,6,2023-09-15,Closed,6731,1191058,637,2023-09
LN00774,Yutika Borde,Kolkata,Personal Loan,250244,17.99,36,2023-09-15,Defaulted,19835,716773,793,2023-09
LN00775,Pahal Krishna,Kolkata,Gold Loan,1103385,8.96,18,2023-09-16,Active,30798,1049627,564,2023-09
LN00776,Ekani Varughese,Mumbai,Gold Loan,213273,17.78,18,2023-09-16,Defaulted,29113,78116,553,2023-09
LN00777,Chameli Gulati,Kolkata,Personal Loan,1243104,12.37,6,2023-09-16,Active,22477,384370,740,2023-09
LN00778,Vrishti Rau,Bhubaneswar,Gold Loan,1137341,16.77,36,2023-09-17,Closed,20266,1277507,717,2023-09
LN00779,Jeevika Kannan,Kolkata,Personal Loan,1414652,15.93,18,2023-09-17,Active,23792,1355477,558,2023-09
LN00780,Ekta Saraf,Mumbai,Personal Loan,984604,13.89,18,2023-09-17,Active,23452,519385,658,2023-09
LN00781,Harini Luthra,Chennai,Gold Loan,893523,15.52,18,2023-09-18,NPA,46526,1431728,686,2023-09
LN00782,Lajita Patel,Hyderabad,Business Loan,596237,16.85,36,2023-09-18,Closed,44334,226572,703,2023-09
LN00783,Shivansh Vora,Chennai,Gold Loan,1299728,12.34,36,2023-09-18,Closed,14889,131379,758,2023-09
LN00784,Bakhshi Venkatesh,Kolkata,Personal Loan,1398464,11.61,6,2023-09-19,Active,27335,986399,821,2023-09
LN00785,Gayathri Lal,Hyderabad,Business Loan,750903,14.84,24,2023-09-19,Active,14254,226256,692,2023-09
LN00786,Vrishti Gole,Bhubaneswar,Personal Loan,142193,16.17,18,2023-09-19,Active,24074,822376,648,2023-09
LN00787,Nathan Bora,Mumbai,Personal Loan,1134763,15.74,24,2023-09-20,Active,14442,885987,618,2023-09
LN00788,Triveni Murty,Mumbai,Business Loan,555950,16.08,36,2023-09-20,Active,49289,562422,796,2023-09
LN00789,Saksham Krishnamurthy,Mumbai,Gold Loan,1236887,12.64,36,2023-09-20,Closed,40327,420539,810,2023-09
LN00790,Onveer Sankar,Mumbai,Gold Loan,960886,16.27,36,2023-09-21,NPA,19199,202834,825,2023-09
LN00791,Orinder Nair,Chennai,Personal Loan,850921,9.64,24,2023-09-21,Closed,10291,1276155,628,2023-09
LN00792,Ikshita Iyer,Chennai,Business Loan,558153,13.67,36,2023-09-21,Closed,43928,550242,695,2023-09
LN00793,Bhavini Zachariah,Kolkata,Gold Loan,1287665,8.55,6,2023-09-22,Active,3112,710381,660,2023-09
LN00794,Lipika Mittal,Chennai,Gold Loan,636165,11.58,36,2023-09-22,Active,24515,1400679,807,2023-09
LN00795,Chandani Datta,Kolkata,Personal Loan,1410642,11.98,12,2023-09-22,Active,22581,751287,642,2023-09
LN00796,Edhitha Wable,Bhubaneswar,Personal Loan,668362,12.26,24,2023-09-23,Defaulted,29500,1315712,562,2023-09
LN00797,Bhavini Sharma,Chennai,Gold Loan,737409,15.11,12,2023-09-23,Closed,35026,526249,809,2023-09
LN00798,Rachit Sankar,Mumbai,Personal Loan,611419,12.19,36,2023-09-23,Defaulted,19523,536785,658,2023-09
LN00799,Gaurang Arya,Kolkata,Gold Loan,690053,12.76,6,2023-09-24,Closed,4424,425767,738,2023-09
LN00800,Turvi Kothari,Chennai,Gold Loan,910395,10.76,18,2023-09-24,Defaulted,22552,799687,644,2023-09
LN00801,Ganga Bandi,Bhubaneswar,Business Loan,175917,12.05,36,2023-09-24,Active,13808,135639,654,2023-09
LN00802,Yatan Mallick,Hyderabad,Gold Loan,860717,10.66,6,2023-09-25,Closed,41811,760177,557,2023-09
LN00803,Yashvi Balakrishnan,Kolkata,Gold Loan,1398346,9.2,24,2023-09-25,Closed,9989,1068965,616,2023-09
LN00804,Lopa Saini,Kolkata,Business Loan,748168,14.23,12,2023-09-25,Active,26620,1224171,740,2023-09
LN00805,Wyatt Narang,Kolkata,Personal Loan,531680,14.85,12,2023-09-26,Closed,42029,1434522,805,2023-09
LN00806,Yuvraj Dugar,Hyderabad,Gold Loan,1021375,14.39,12,2023-09-26,Active,3887,323720,558,2023-09
LN00807,Dakshesh Gala,Kolkata,Business Loan,331342,12.9,24,2023-09-26,Active,34802,1044846,666,2023-09
LN00808,Harini Soni,Hyderabad,Business Loan,589542,12.11,6,2023-09-27,Active,22488,830351,816,2023-09
LN00809,Owen Sekhon,Bhubaneswar,Gold Loan,1142814,16.7,24,2023-09-27,Defaulted,33013,737463,648,2023-09
LN00810,Chasmum Seshadri,Bhubaneswar,Business Loan,51252,13.43,12,2023-09-27,Closed,19402,3358,847,2023-09
LN00811,Balhaar Chokshi,Kolkata,Business Loan,876196,13.05,36,2023-09-28,Active,24205,350679,713,2023-09
LN00812,Chaaya Gulati,Kolkata,Personal Loan,914141,8.74,18,2023-09-28,Closed,29049,501110,690,2023-09
LN00813,Vivaan Kohli,Mumbai,Personal Loan,365826,11.74,24,2023-09-28,Active,15253,1301133,817,2023-09
LN00814,Hemang Sidhu,Kolkata,Business Loan,1420214,12.11,24,2023-09-29,NPA,21990,207596,586,2023-09
LN00815,Omisha Biswas,Bhubaneswar,Personal Loan,655605,12.29,6,2023-09-29,Closed,10846,630270,623,2023-09
LN00816,Warinder Sengupta,Chennai,Personal Loan,377359,14.01,6,2023-09-29,Closed,28027,228129,622,2023-09
LN00817,Brijesh Trivedi,Chennai,Business Loan,56949,13.57,24,2023-09-30,Active,42200,328953,748,2023-09
LN00818,Amol Bhat,Chennai,Business Loan,813185,14.28,12,2023-09-30,Closed,49220,617367,679,2023-09
LN00819,Pavani Kade,Mumbai,Personal Loan,367537,15.77,18,2023-09-30,Defaulted,49163,1104381,795,2023-09
LN00820,Devansh Devan,Chennai,Personal Loan,712301,16.22,6,2023-10-01,Active,6765,162421,609,2023-10
LN00821,Tejas Dora,Kolkata,Personal Loan,600222,15.32,12,2023-10-01,Active,18950,1256425,828,2023-10
LN00822,Alexander Tara,Bhubaneswar,Business Loan,830722,17.58,36,2023-10-01,Closed,48270,861465,652,2023-10
LN00823,Yashodhara Yadav,Mumbai,Personal Loan,1436465,8.67,6,2023-10-02,Closed,12741,238483,845,2023-10
LN00824,Atharv Gade,Kolkata,Personal Loan,526467,10.36,12,2023-10-02,Defaulted,25742,392551,700,2023-10
LN00825,Rachita More,Mumbai,Personal Loan,406600,8.57,12,2023-10-02,Active,27703,1092617,706,2023-10
LN00826,Bishakha Nazareth,Kolkata,Personal Loan,1414133,14.65,18,2023-10-03,Active,41709,270146,755,2023-10
LN00827,Vansha Nazareth,Kolkata,Personal Loan,1024304,17.03,18,2023-10-03,Active,40623,1380503,728,2023-10
LN00828,Fariq Kade,Hyderabad,Personal Loan,1403038,10.81,36,2023-10-03,Closed,25931,107524,746,2023-10
LN00829,Chaaya Ranganathan,Kolkata,Personal Loan,300875,17.31,12,2023-10-04,Closed,26580,218306,772,2023-10
LN00830,Wazir Dani,Chennai,Personal Loan,513389,9.07,12,2023-10-04,Closed,18166,911289,638,2023-10
LN00831,Yasti Kata,Kolkata,Gold Loan,120390,17.38,18,2023-10-04,Closed,32240,544026,836,2023-10
LN00832,Tarak Warrior,Chennai,Personal Loan,757689,11.84,6,2023-10-05,Active,28991,113776,825,2023-10
LN00833,Manan Padmanabhan,Chennai,Gold Loan,303490,9.46,6,2023-10-05,NPA,41556,180494,785,2023-10
LN00834,Jacob Das,Kolkata,Business Loan,1346516,13.12,24,2023-10-05,Active,35969,192971,732,2023-10
LN00835,Yauvani Bahl,Hyderabad,Personal Loan,415340,10.94,18,2023-10-06,Active,13561,929896,758,2023-10
LN00836,Zilmil Karnik,Kolkata,Gold Loan,483027,11.21,24,2023-10-06,Active,19901,277785,679,2023-10
LN00837,Warjas Keer,Mumbai,Personal Loan,1416199,11.42,18,2023-10-06,Closed,43505,1390254,702,2023-10
LN00838,Arya Gupta,Mumbai,Personal Loan,1315040,16.13,36,2023-10-07,NPA,33020,268449,562,2023-10
LN00839,Zarna Kulkarni,Kolkata,Personal Loan,1415843,13.62,12,2023-10-07,Active,28917,753622,671,2023-10
LN00840,Owen Dani,Chennai,Personal Loan,700199,11.46,36,2023-10-07,Closed,4988,1329502,769,2023-10
LN00841,Qabil Shah,Hyderabad,Business Loan,273777,14.3,18,2023-10-08,Closed,47505,1388977,655,2023-10
LN00842,Sanya Butala,Mumbai,Gold Loan,909909,15.3,12,2023-10-08,Active,17256,236371,619,2023-10
LN00843,Bishakha Pau,Hyderabad,Personal Loan,1104145,11.09,6,2023-10-08,Active,25192,602251,744,2023-10
LN00844,Orinder Kata,Chennai,Business Loan,644124,12.43,6,2023-10-09,Closed,31230,646275,735,2023-10
LN00845,Garima Rao,Mumbai,Business Loan,678861,9.66,24,2023-10-09,Closed,42930,124591,648,2023-10
LN00846,Arjun Mishra,Mumbai,Personal Loan,479802,10.22,18,2023-10-09,Closed,48833,592054,631,2023-10
LN00847,Maya Pandya,Chennai,Gold Loan,308090,14.97,18,2023-10-10,Active,25625,530799,624,2023-10
LN00848,Warjas Sankar,Chennai,Business Loan,1143578,10.22,6,2023-10-10,Closed,35088,639104,741,2023-10
LN00849,Krish Bahri,Bhubaneswar,Business Loan,821954,13.49,36,2023-10-10,Active,17114,500981,763,2023-10
LN00850,Aahana Chandran,Chennai,Business Loan,711614,15.24,12,2023-10-11,Closed,44167,773720,693,2023-10
LN00851,Dakshesh Dayal,Chennai,Personal Loan,729574,9.52,36,2023-10-11,Defaulted,41401,943681,765,2023-10
LN00852,Rushil Dora,Bhubaneswar,Personal Loan,548870,13.89,36,2023-10-11,Active,8755,266909,564,2023-10
LN00853,Tanvi Trivedi,Hyderabad,Personal Loan,1310367,10.94,6,2023-10-12,Closed,13825,1200002,766,2023-10
LN00854,Manan Gade,Hyderabad,Gold Loan,252846,17.65,6,2023-10-12,Active,25693,1334649,584,2023-10
LN00855,Harita Parekh,Chennai,Personal Loan,716997,13.09,6,2023-10-12,Active,7117,1208468,732,2023-10
LN00856,Amol Gokhale,Mumbai,Business Loan,1122647,16.16,24,2023-10-13,Active,27729,1160152,819,2023-10
LN00857,Aachal Kalita,Kolkata,Personal Loan,1078455,13.73,36,2023-10-13,Active,35182,1471315,649,2023-10
LN00858,Gautam Chowdhury,Bhubaneswar,Business Loan,962259,8.91,18,2023-10-13,Closed,31890,983667,556,2023-10
LN00859,Samarth Dugal,Hyderabad,Personal Loan,222312,14.51,12,2023-10-14,Active,32340,1126101,579,2023-10
LN00860,Kalpit Gill,Mumbai,Gold Loan,1355794,17.54,24,2023-10-14,Closed,4518,13780,693,2023-10
LN00861,Jacob Kapadia,Bhubaneswar,Gold Loan,1313455,14.22,18,2023-10-14,Active,33949,268733,660,2023-10
LN00862,Megha Pall,Mumbai,Personal Loan,1462290,16.28,36,2023-10-15,Closed,25547,880096,781,2023-10
LN00863,Dayita Goda,Mumbai,Business Loan,476650,16.9,6,2023-10-15,Closed,19346,963443,728,2023-10
LN00864,Faris Wagle,Hyderabad,Personal Loan,381868,10.67,36,2023-10-15,Active,5600,1493285,621,2023-10
LN00865,Dhruv Mohanty,Mumbai,Gold Loan,978818,10.51,12,2023-10-16,Active,49005,104188,759,2023-10
LN00866,Sachi Murty,Mumbai,Gold Loan,107108,14.3,24,2023-10-16,Active,32267,617614,769,2023-10
LN00867,Ishanvi Sarin,Kolkata,Gold Loan,1209771,12.4,24,2023-10-16,Active,39322,827385,629,2023-10
LN00868,Neha Pathak,Bhubaneswar,Business Loan,1135244,16.48,12,2023-10-17,Active,29990,590073,632,2023-10
LN00869,Ojas Dhar,Bhubaneswar,Gold Loan,335205,17.05,18,2023-10-17,Closed,19193,1074477,591,2023-10
LN00870,Panini Gour,Bhubaneswar,Business Loan,1439972,11.86,18,2023-10-17,Closed,33109,1473300,822,2023-10
LN00871,Yashasvi Tailor,Chennai,Personal Loan,180560,10.75,24,2023-10-18,Closed,22233,467927,740,2023-10
LN00872,Eesha Lala,Chennai,Gold Loan,1097172,15.91,24,2023-10-18,Active,19194,1326980,722,2023-10
LN00873,Amaira Ahuja,Chennai,Business Loan,1465400,11.11,6,2023-10-18,Defaulted,37510,649285,556,2023-10
LN00874,Upasna Pall,Kolkata,Personal Loan,197979,16.31,18,2023-10-19,Active,4306,297584,704,2023-10
LN00875,Keya Datta,Mumbai,Personal Loan,1248425,12.53,12,2023-10-19,Closed,6849,1405802,559,2023-10
LN00876,Leela Gill,Chennai,Personal Loan,798589,14.84,18,2023-10-19,Closed,15360,892015,583,2023-10
LN00877,Sanya Wali,Hyderabad,Business Loan,101745,9.41,6,2023-10-20,Closed,48536,580971,585,2023-10
LN00878,Yashasvi Verma,Chennai,Personal Loan,1469184,14.43,24,2023-10-20,Active,32231,386350,555,2023-10
LN00879,Osha Din,Bhubaneswar,Business Loan,141865,12.79,24,2023-10-20,Active,48800,172502,764,2023-10
LN00880,Pallavi Devan,Mumbai,Gold Loan,1311466,14.07,6,2023-10-21,Active,39963,774107,683,2023-10
LN00881,Sneha Ramakrishnan,Bhubaneswar,Gold Loan,1122200,10.1,12,2023-10-21,Active,21689,854741,834,2023-10
LN00882,Megha Garde,Bhubaneswar,Business Loan,73321,15.5,24,2023-10-21,Active,32084,832359,675,2023-10
LN00883,Wridesh Sibal,Bhubaneswar,Personal Loan,453704,16.7,36,2023-10-22,Active,43387,1255062,723,2023-10
LN00884,Nitara Krishna,Hyderabad,Personal Loan,859006,10.56,24,2023-10-22,Defaulted,12280,912935,701,2023-10
LN00885,Harshil Chad,Bhubaneswar,Personal Loan,1272869,9.41,36,2023-10-22,Active,5642,449777,575,2023-10
LN00886,Frado Raju,Hyderabad,Personal Loan,977982,8.72,6,2023-10-23,Active,45137,141449,664,2023-10
LN00887,Hemangini Yohannan,Bhubaneswar,Personal Loan,236717,14.6,6,2023-10-23,Active,17296,577880,833,2023-10
LN00888,Faras Mahajan,Kolkata,Gold Loan,1078202,14.27,24,2023-10-23,Closed,18438,1186995,624,2023-10
LN00889,Wishi Shan,Bhubaneswar,Business Loan,1479551,13.69,18,2023-10-24,Active,40525,295920,715,2023-10
LN00890,Rushil Chakrabarti,Bhubaneswar,Gold Loan,233868,10.7,36,2023-10-24,Active,5994,921287,738,2023-10
LN00891,Waida Kuruvilla,Hyderabad,Personal Loan,709792,12.21,12,2023-10-24,Active,37039,135370,627,2023-10
LN00892,Abeer Panchal,Mumbai,Personal Loan,145257,14.15,24,2023-10-25,Active,4813,856636,639,2023-10
LN00893,Siya Kurian,Chennai,Personal Loan,638579,13.22,12,2023-10-25,Active,30491,872639,725,2023-10
LN00894,Netra Bir,Bhubaneswar,Personal Loan,260176,17.88,24,2023-10-25,Closed,21845,448377,570,2023-10
LN00895,Hemal Viswanathan,Hyderabad,Business Loan,240471,9.8,18,2023-10-26,Defaulted,44243,847084,603,2023-10
LN00896,Atharv Roy,Bhubaneswar,Personal Loan,964032,15.1,18,2023-10-26,Closed,40164,491830,733,2023-10
LN00897,Abdul Jain,Kolkata,Personal Loan,522930,12.34,18,2023-10-26,Active,45051,916004,771,2023-10
LN00898,Dipta Mall,Chennai,Personal Loan,967559,12.57,18,2023-10-27,Active,16318,243767,728,2023-10
LN00899,Abhiram Bail,Bhubaneswar,Business Loan,685605,15.32,6,2023-10-27,Active,20200,427244,825,2023-10
LN00900,Hardik Balasubramanian,Kolkata,Business Loan,1238365,15.08,6,2023-10-27,Active,3082,504677,661,2023-10
LN00901,Anusha Pillay,Chennai,Business Loan,439593,17.92,36,2023-10-28,Active,4920,1462108,773,2023-10
LN00902,Vaishnavi Ahuja,Hyderabad,Personal Loan,865131,9.72,12,2023-10-28,Closed,43585,863428,763,2023-10
LN00903,Zansi Om,Bhubaneswar,Business Loan,1172262,9.49,24,2023-10-28,Defaulted,14683,1458760,608,2023-10
LN00904,Shivansh Deshmukh,Kolkata,Personal Loan,117661,15.38,24,2023-10-29,Active,14336,816698,658,2023-10
LN00905,Gaurang Khalsa,Mumbai,Business Loan,618535,13.99,6,2023-10-29,Active,18596,518895,706,2023-10
LN00906,Sachi Balay,Mumbai,Business Loan,1343697,11.1,24,2023-10-29,Active,5093,1275393,740,2023-10
LN00907,Gagan Dayal,Kolkata,Gold Loan,1465833,9.25,6,2023-10-30,Closed,15905,417216,749,2023-10
LN00908,Adya Vig,Chennai,Business Loan,316765,9.31,36,2023-10-30,Closed,27351,931515,745,2023-10
LN00909,Barkha Murty,Hyderabad,Business Loan,1244682,16.99,12,2023-10-30,Active,33981,1051442,584,2023-10
LN00910,Charvi Sachdeva,Chennai,Gold Loan,1357506,10.32,36,2023-10-31,Active,11367,112669,795,2023-10
LN00911,Garima Kurian,Hyderabad,Gold Loan,710482,11.57,18,2023-10-31,Active,8285,792330,786,2023-10
LN00912,Chaitanya More,Kolkata,Gold Loan,854462,10.65,18,2023-10-31,Active,46664,280539,653,2023-10
LN00913,Omisha Choudhury,Hyderabad,Personal Loan,919270,11.87,18,2023-11-01,NPA,40705,1020747,556,2023-11
